name,ingredients,preparation
ANTICUCHOS DE CORAZON A LA CRIOLLA,"1 corazón de vaca,2 cucharadas de sal,¾ de cucharada de pimienta,½ cucharada de comino molido,1 ½ cucharada de ajo recién molido,¾ de taza de buen vinagre rojo.,6,7 cucharadas de aceite de achiote","AnticuchoPartir el corazón de vaca por mitad y retirar todos los nervios y grasa. Lavar y limpiar la sangre. Remojar en agua fresca con sal durante 1 hora. Cortar la carne en tiras y posteriormente en filetes pequeños de 3 cm (1¼ de pulgada) por lado por ½ cm (¼ de pulgada) de grosor. Es preferible que los trozos sean pequeños para poderlos comer con facilidad.
Colocar el corazón en un recipiente con 2 cucharadas de sal, ¾ de cucharada de pimienta, ½ cucharada de comino molido, 1 ½ cucharada de ajo, recién molido y ¾ de taza de vinagre rojo. Mezclar bien y tapar durante 2 horas. 
Ensartar los trozos de corazón en los palitos de caña para anticuchos, colocarlos en la parrilla y cocinarlos a temperatura alta 1 a 2 minutos. Cubrir con salsa de ají mientras se están cocinando.

Los anticuchos se sirven acompañados con choclos serranos y papas sancochadas pasadas por la parrilla para que absorban el sabor de las brasas. Acompañar también con Ají de Huacatay.Salsa de Ají:Remojar desde la víspera en agua el ají mirasol limpio. Al día siguiente llevarlos a hervir cambiando 2 veces el agua. Escurrirlos y pelarlos. Licuarlos con parte del adobo de los corazones y el aceite de achiote.

Aceite de Achiote:
Mezclar en una sartén 3 cucharadas de semillas de achiote con 20 de aceite de oliva. Dejar cocinar a fuego lento hasta que el aceite se caliente. No debe hervir. Enfriar, colar y reservar.
Receta proporcionada por el Chef Cucho La Rosa

4 personas



Otros anticuchos:


Anticuchos de pescado


Anticuchos de alpaca


Anticucho de atún


 


Y para acompañarlos:


Yucas fritas a la huancaína


Empanadas de Yuca


"
ANTICUCHOS DE CORAZON DE RES ,"2 dientes de ajo, molidos,¼ taza de,Sal,Pimienta,Comino,¾ taza de vinagre,½ cucharadita de sal,1 corazón de res, limpio y sin grasa,Sal,Aceite,Ají amarillo,Palitos para anticuchos","Marinada:Mezclar bien los ingredientes de la marinada. Separar.
Anticuchos:Limpiar el corazón de res quitándole grasa y venas. Cortar en trozos de 2 ½ a 3 cm (3/4 a 1 pulgada). Colocarlos en un bol y verter encima la mezcla de la marinada. Dejar el corazón de res marinando mínimo 12 horas.
Ensartar 3 trozos en cada palito de anticucho.
Calentar la parrilla o brasero y acomodar los palitos de anticucho untándolos con una mezcla de ají amarillo fresco molido y aceite. Dar vuelta y esperar que se cocinen.
Servir bien caliente.
Generalmente, se sirven 2 palitos de anticucho por persona acompañados de una papa cocida, un trozo de choclo y ají molido fresco en caso de desearlos más picantes.
Si no se dispone de corazón de res, se puede preparar con lomo de res y proceder de la misma manera.


 Maridaje
   


Cabernet Sauvignon 


"
ANTICUCHOS DE ALPACA ,"1 k (2 lb) lomo de alpaca, limpio,100 g (3 ½ oz) tocino,200 g (7 oz) champiñones pequeños,1 cucharada de perejil fresco,6 cucharadas de aceite,2 cucharadas de,6 cucharadas de vinagre tinto,3 dientes de ajo triturados,1 cebolla roja en trozos,2 hojas de laurel,2,Sal,Pimienta,Nuez moscada"," En una sartén, colocar el tocino con el aceite y cocinarlo a fuego lento. Retirar del fuego y agregar sobre el tocino, el ají panca, perejil, la sal, pimienta y nuez moscada molida.
Cortar el lomo de alpaca en trozos de 2 centímetros aproximadamente. Macerar la carne por una hora en esta mezcla, dándole la vuelta de vez en cuando.
Una vez macerada, ensartar los trozos de carne en palillos para brochetas o anticuchos. Alternar los trozos con trozos de cebolla, champiñones o pimiento.
Asar en parrilla de carbón hasta que la carne esté medio tostada. Untar las brochetas con la mezcla del adobo.
Servir acompañado con papas, choclo, y salsa de ají.
"
AJI DE POLLO AL OLIVAR,"2 pechugas de pollo,1 zanahoria,1 ramita de apio,1 ½ cebolla,4 paquetes de galletas de soda,1 lata de leche evaporada,½ de taza de aceite el olivar,5 ajies escabeche,2 dientes de ajo,Sal,Pimienta,1 taza de caldo de pollo,Perejil picado,Aceitunas verdes rellenas con pimiento para la decoración,3 camotes pelados y cortados en rodajas finitas"," Cocinar el pollo con apio, ½ cebolla, zanahoria y perejil, en olla tapada a fuego medio por 10 minutos. Luego guardar el caldo y deshilachar el pollo.
Remojar con la leche las galletas por unos minutos y licuar.

Licuar aparte 1 cebolla cruda con los dientes de ajo y el ají escabeche.
Colocar en una olla media taza de aceitede oliva El Olivar y agregar el licuado de la cebolla. Freir por unos minutos y luego incorporar el pollo sazonado con sal, pimienta y sazonador. Luego incorporar el licuado de la galleta y agregar un poco de caldo para que no quede muy espeso. 
Freír los camotes con aceite de oliva El Olivar.
Para servir colocar el aji de pollo en una fuente, colocando los camotes fritos alrededor, esparcir por encima el perejil picado y decorar con aceitunas verdes El Olivar.
Es una delicia, acompáñelo con un rico vino blanco.

Receta finalista en el concurso de recetas de El Olivar, presentada por Adriana Petronila Vásquez de Chavarry

4 personas
"
ALBONDIGAS,"3 cucharadas de aceite,1 cebolla, picada,1 tomate grande, pelado y picado,1 ají fresco, cortado en cuadritos,1 cucharada de perejil, picado,½ k (1 lb 2 oz) de carne de res molida,½ cucharadita de ajos, picados,3 tajadas de pan de molde, remojado en agua y exprimido,2 huevos, mezclados,2 cucharadas de pasas,6 aceitunas de botija, picadas,Sal,Pimienta,Harina,2/3 de taza de caldo de res"," Calentar el aceite en una olla y freír la cebolla, el tomate, el ají y sazonar. Mezclar en un tazón la carne con la tercera parte del aderezo de cebolla y tomate. Agregarle los ajos, el pan, los huevos, las pasas, las aceitunas y mezclar. Sazonar al gusto.
Formar las albóndigas con las manos, del tamaño que se desee pasarlas por harina. 
Al resto del aderezo que quedó en la olla, agregarle el caldo de res y llevar a hervir. Cuando rompa el hervor, acomodar las albóndigas y dejar hervir a fuego lento hasta que estén cocidas.
Acompañar con arroz graneado.
Sugerencias para las loncheras:
Dividir las albóndigas en porciones según se desee y colocarlas en un recipiente hermético o embolsarlas herméticamente.
Congelar. Si se desea usar para la lonchera, retirar del congelador y pasarlo al refrigerador la noche anterior. Al día siguiente, calentar y colocar en un termo.

Receta del libro Cocina Peruana de la Sra. Teresa Ocampo


 Maridaje
   


Tempranillo



6 personas
"
AJI DE PATO A LA MODA DE CHEPEN,"1 pato embuchado de 3 kilos (6 lb 8 oz), aproximadamente,2 naranjas de jugo,½ cucharada de pimienta molida,½ cucharada de comino molido,¾ de taza de aceite de oliva,3 cucharadas de ajos molidos,2 tazas de vino blanco, seco,½ k (1 lb 2 oz) de,1 taza de caldo oscuro o cubito,100 g de naranjitas chinas frescas, para acompañar,1 taza de azúcar, para el almíbar de las naranjitas,Sal,Pimienta,Yucas fritas al hilo para servir"," Cortar el pato en 4 (dos pechugas y 2 piernas) y sazonarlo con sal, pimienta, comino, 1 cucharada de ajos molidos, cáscara y jugo de naranja. Dejar marinar durante 10 minutos.
Calentar ¼ de taza de aceite en una olla y freír las presas del pato hasta que estén bien doradas. Agregar una vaso de vino y los jugos en que se marinó la carne. Tapar y cocer a fuego lento durante 2 ½ horas.
Una vez cocido, retirar el pato y dejar enfriar para deshuesar. Colocar los huesos en la misma olla y agregarle el vino y el cubito de carne. Cocinar a fuego lento, colar y retirar el exceso de grasa del caldo.
Colocar los ajíes, limpios en una olla y cocinarlos con agua, escurrirlos y pelarlos. Licuarlos.
Freír 2 cucharadas de ajos molidos en aceite hasta que estén amelcochados. Agregar el caldo de pato y el ají molido. Sumergir las presas deshuesadas y llevar a hervir por unos minutos.
Servir colocando en el fondo de un plato la salsa y encima una presa deshuesada y cortada en tajadas. Adornar con naranjitas en almíbar y yucas fritas al hilo 
Naranjitas en Almíbar:
Lavar las naranjitas y cortarlas por mitad. Ponerlas a hervir en agua. Cuando la fruta esté cocida, agregar el azúcar y dejar tomar punto
Yucas al Hilo:
Pelar las yucas y cocinarlas hasta que estén tiernas. Dejarlas enfriar para cortarlas muy finas a lo largo. Freír en abundante aceite.

Ají de Pato a la Moda de Chepén: 
En el norte se prepara con pechugas de pato maceradas en chicha de jora fuerte y cocidas en 
jugo de naranja, crema de ají y vino.

Receta del libro de Cocinas Regionales Peruanas de Lima de la Sra. Gloria Hinostroza de Molina
Editado por la Escuela Profesional de Turismo y Hotelería de la Universidad San Martín de Porres


4 personas
"
AJI DE MONDONGO,"½ k de,3 cucharadas de aceite,1 cebolla, finamente picada,2 a 3 cucharadas de,1 cucharada de,2 cucharaditas de ajo molido,Sal,Pimienta,7 rodajas de pan de molde remojado en leche,7 – 8 cucharadas de queso parmesano,1 taza de leche evaporada,3 – 4 papas cocidas, partidas por mitad,2 huevos cocidos, partidos en 4,4 aceitunas negras, sin semilla, partidas en 4,1 rama de hierbabuena"," Remojar el mondongo en agua con unas gotas de limón, por dos horas o más. Luego, lavarlo bien y picarlo en tiras pequeñas y delgadas. Colocar el mondongo en una olla con agua que lo cubra, 3 cucharadas de leche, 1 rama de hierbabuena y sal. Tapar la olla y cocinar a fuego lento hasta que esté tierno. Retirar del fuego y enfriar. 
Se puede cocinar también en olla a presión, para que demore menos la cocción y quede muy suave. 
Calentar el aceite en una olla y agregar la cebolla, los ajos, ají molido, sal y pimienta y sazonar. Mezclar bien. Cuando todo esté cocido agregar el pan remojado y cocinar 5 minutos más, aproximadamente. 
Agregar luego el mondongo cocido, el queso parmesano y la leche. Mezclar bien y cocinar aproximadamente 4 a 5 minutos. Antes de servir, retirar la rama de hierbabuena. 
Servir con papas cocidas y decorar con aceitunas y huevo cocido. Acompañar con arroz.
6 personas
"
AJI DE GALLINA al estilo Yanuq ,"1 pechuga grande de gallina o 2 pechugas de pollo enteras, con hueso,2 ramas de apio, sólo tallos,1 cebolla grande, finamente picada,6,½ taza de leche evaporada, aproximadamente,½ taza de nueces, picadas muy fino o molidas (pueden ser pecanas),Pimienta,6 papas medianas, cocidas y partidas por mitad,6 aceitunas sin pepa,3 huevos, cocidos y cortados en gajos,1 zanahoria, pelada,2 ramas de perejil,½ taza de aceite, aproximadamente,1 cucharadita de ajo molido,6 tajadas de pan de molde sin corteza,½ taza de queso parmesano rallado,Sal"," Colocar las pechugas en una olla. Cubrirlas con agua y agregar la zanahoria, apio, perejil y sal.
Cocinar las pechugas hasta tiernas, aproximadamente 15 minutos si son de pollo o 30 minutos si fuera de gallina y retirarlas del caldo. Enfriar.
Colar el caldo y reservar. Deshilachar las pechugas.
Remojar las tajadas de pan de molde en 1 taza de caldo de gallina y colar o licuar. Si fuera necesario añadir más caldo. La mezcla debe estar cremosa.
Calentar el aceite en una olla mediana y freír la cebolla con el ajo y ají hasta tiernos.
Incorporar el pan remojado en el caldo y mezclar bien. Cocinar alrededor de 10 minutos y añadir el pollo, las nueces molidas y el queso parmesano. Al final agregar la leche moviendo bien.
Si fuera necesario, agregar más caldo. Rectificar la sazón. Servir sobre papas y adornar con huevo cocido y aceituna. 
Acompañar con arroz blanco.
Sugerencias para loncheras:
Preparar el Ají de Gallina, embolsarlo y congelarlo en porciones, sin las papas (las papas no se pueden congelar). Para enviarlo en la lonchera, retirar una porción y descongelarla a temperatura de ambiente. Aparte cocinar una papa y un huevo. Calentar el Ají de Gallina y colocarla en el termo junto con la papa y el huevo. El Ají de Gallina se puede congelar 6 meses.


 Maridaje
   


Merlot

6 personas


Otras recetas con pollo:


Ají de pollo al olivar


Brochetas de pollo con salsa hoisin


Ceviche de pollo caliente


 


"
AJI DE GALLINA ,"1 gallina o pollo grande,8 dientes de ajo picados,1 rama de apio,1 hoja de laurel,1 zanahoria cortada en 4,2 cebollas picadas,Pimienta,6 rebanadas de pan de molde remojados en leche (aproximadamente ¾ de taza de leche),Sal,50 g o 2 cucharadas de pecanas molidas,1 k (2.2 lb) de papa blanca, cocidas,50 g o 2 cucharadas de queso parmesano,10 aceitunas negras,3 huevos cocidos para decorar,¼ taza de aceite,Perejil para decorar,Opcional: ½ taza de leche,150 g o 6 cucharadas de"," Hervir la gallina en agua caliente que la cubra, (35 minutos si es pollo; la gallina toma más tiempo) con apio, laurel, zanahoria y sal hasta estar tierna. Reservar el caldo (1/2 taza). Sacar, trozar y deshilachar la carne. 
En una olla aparte freir en aceite: los ajos picados, la cebolla picada, los ajíes y la pimienta. Cocinar hasta que la cebolla se ponga transparente. Agregar el pan remojado en leche y revolver. Aligerar con el caldo de la gallina. Agregar un poco más de leche si fuera necesario. 
Agregar a esto la gallina deshilachada. Remover bien. Echar sal y las pecanas molidas. 
Colocar el ají de gallina en el centro de una fuente y poner alrededor las papas cocidas y cortadas en mitades. Espolvorear con queso parmesano. 
Decorar con aceitunas, huevo cocido y perejil. 
Servir acompañado de arroz blanco.
Nota: 
Si se presenta en plato: Servir 2 medias papas por persona, cubrirlas de salsa, decorar con huevo cocido, aceituna y acompañar de arroz.
Receta de la Chef Paola Marsano

10 personas
"
AGUADITO DE POLLO ,"1 pollo grande o 8 presas,½ taza de aceite vegetal,2 dientes de ajo,1 taza de cebolla picada a cuadritos,¾ taza de culantro molido,¾ taza de arvejas,Ají amarillo,1 cucharada de,½ taza de cerveza negra,4 papas amarillas medianas,1 taza de arroz,1,1 poro chico,6 ramas de apio,6 ½ tazas de caldo de pollo,Sal al gusto,Pimienta al gusto"," Limpiar el pollo. Cortar en presas.
Caldo: Poner a hervir a fuego lento y tapado por 1 ¼ horas: 10 tazas de agua, 2 cucharadas de sal, la cabeza, patas y espinazo del pollo, poro y ramas de apio.
Salpimentar las presas del pollo y dorarlas en aceite caliente. Retirar.
En el mismo aceite freir los dientes de ajo chancados, la cebolla picada y el ají. Cocinar unos minutos. Añadir el culantro, condimentar con sal y pimienta.
Agregar el caldo y la cerveza negra. Dejar hervir y luego poner las arvejas y el pimiento.
Incorporar el arroz y las presas de pollo doradas 15 minutos antes de servir. A los 10 minutos de esta cocción agregar las papas amarillas peladas, en mitades. Cocinar a fuego lento, en olla tapada.
Si se espesara demasiado se agrega más caldo o agua. Debe quedar con una consistencia acuosa, casi como una sopa espesa.
Este plato debe servirse inmediatamente, en plato sopero, pues se va espesando.
8 porciones
"
AGUADITO DE PATO ,"1 pato tierno,½ taza de aceite vegetal,2 dientes de ajo,1 taza de cebolla picada a cuadritos,¾ taza de culantro molido,¾ taza de arvejas,Ají amarillo,1 cucharada de,½ taza de cerveza negra,4 papas amarillas medianas,1 taza de arroz,1,1 poro chico,6 ramas de apio,6 ½ tazas de caldo de pato,Sal al gusto,Pimienta al gusto"," Limpiar el pato bien desplumado, hasta que desaparezcan los cañones de las plumas. Cortar en presas.
Caldo: Poner a hervir a fuego lento y tapado por 1 ¼ horas: 10 tazas de agua, 2 cucharadas de sal, la cabeza, patas y espinazo del pato, poro y ramas de apio.
Salpimentar las presas de pato y dorarlas en aceite caliente. Retirar.
En el mismo aceite freir los dientes de ajo chancados, la cebolla picada y el ají. Cocinar unos minutos. Añadir el culantro, condimentar con sal y pimienta.
Agregar el caldo, la cerveza negra y las presas de pato. Dejar hervir y luego poner las arvejas y el pimiento. Cocinar de 8 a 10 minutos.
Incorporar el arroz 15 minutos antes de servir. A los 10 minutos de esta cocción agregar las papas amarillas peladas, en mitades. Cocinar a fuego lento, en olla tapada.
Si se espesara demasiado se agrega más caldo o agua. Debe quedar con una consistencia acuosa, casi como una sopa espesa.
Este plato debe servirse inmediatamente, en plato sopero, pues se va espesando.
8 personas
"
ADOBO DE CONEJO,"1 conejo,8 dientes de ajo chancados,2 cucharadas de,1 cucharada de,Sal,Pimienta negra,Comino,1 taza de chicha de jora o vinagre,Aceite para freir,½ kilo de yuca, pelada, cocida y en trozos,2 choclos desgranados y cocidos,Salsa criolla"," Lavar el conejo y cortarlo en trozos. Luego enjuagar los trozos en agua con sal. Colocar en un bol los ajos, ají panca en pasta, ají mirasol, pimienta, comino y chicha o vinagre. 
Agregar los trozos de conejo y dejar en maceración por dos o tres horas. Retirar los trozos de la carne y guardar el líquido de la maceración.
En una sarten colocar abundante aceite y cuando este caliente freir los trozos de la carne hasta que estén dorados.
Colocar la carne en una fuente, bañarla con un poco del líquido de la maceración y adornar con la yuca cocida y choclo desgranado. 
Se puede acompañar con frejoles y arroz.

6 personas
"
ADOBO DE CERDO AREQUIPEÑO ,"½ k (1 lb 2 oz) de lomo de cerdo, cortado en trozos grandes,4 ajíes colorados, molidos,2 dientes de ajo,Comino,3 cebollas,Sal,Chicha de jora (lo suficiente como para cubrir la carne),2 cucharadas de vinagre,Orégano,1 rama de ruda"," Macerar el cerdo con sal, vinagre, ají molido, ajos, comino, ruda, orégano, dos cebollas cortadas en rebanadas gruesas y la chicha de jora necesaria para cubrir la carne.
Se deja macerar por varias horas o mejor hasta el día siguiente.
Voltear todo a una olla y cocinar a fuego fuerte hasta que el jugo espese.
Cuando está a medio cocinar se agrega la cebolla restante, cortada a lo largo.
Está listo cuando la carne está muy tierna y la salsa del adobo tenga una consistencia espesa.

4 personas
"
ADOBO DE CERDO ,"1.800 k de carne de cerdo,7 dientes de ajo, molidos,3/4 taza de vinagre tinto,1 cucharadita de comino en polvo,1/2 taza de aceite,Sal,2 cucharaditas de achiote,1 taza de,3 cebollas cortadas en juliana gruesa,Pimienta,3 cucharadas de agua"," Limpiar el cerdo y cortarlo en trozos. Colocar el cerdo en un bol y sazonarlo con achiote, comino, sal, pimienta y la mitad de los ajos. Agregar el vinagre, el agua, las cebollas y el ají panca en pasta. Dejar en maceración durante 24 horas.
Freír el resto de ajos en aceite en una olla y agregar los trozos de cerdo, la mitad del líquido de maceración y las cebollas. Tapar la olla y cocinar a fuego lento hasta que la carne esté cocida y suave. Si fuera necesario, añadir agua
hirviendo (puede llegar a ser hasta 1 taza). Debe de quedar jugoso.
Se sirve con arroz blanco y camotes cocidos, yucas o papas.

8 personas
"
ADOBO DE ALPACA ,"1 k (2 lb) carne de alpaca (brazo o pierna),1 k (2 lb) cebolla roja, cortada en trozos largos,1 k (2 lb),2 tazas de chicha de jora o cerveza,3 cucharadas de aceite,2 cucharadas de,½ cucharada orégano,½ cucharadita comino molido,½ cucharadita de pimienta molida,1 cucharadita de achiote,½ cucharadita de romero"," Cortar la carne de alpaca en trozos no muy pequeños.
Freir la cebolla en cuatro cucharadas de aceite bien calientes, hasta que se doren.
Verter la cerveza en un recipiente y añadir el ají panca, los ajos, comino, pimienta, orégano, achiote, romero y la cebolla que previamente se salteó. Dejar la carne adobando en esta mezcla hasta el día siguiente, para darle más sabor.
Al día siguiente, escurrir las presas de alpaca y dorarlas en una sartén a fuego fuerte. Regresar la carne a la mezcla del adobo y cocinar aproximadamente 1 hora a fuego suave.
Acompañar con yucas cocidas o fritas.

4 personas
"
ADOBO AREQUIPEÑO,"1 kilo de lomo de chancho cortado en 4 presas,1/2 taza de ají panca molido,1 cucharada de ajo molido,1/4 cucharadita de comino,1 kilo de cebolla,2 litros de concho de chicha de jora, sin endulzar,10 granos de pimienta de chapa,1/4 cucharadita de orégano,Sal"," Unte el chancho con el ají, sal, ajo molido, comino y ponga en una olla. Licúe dos cebollas y eche sobre el chancho. Añada el resto de las cebollas cortadas en cuatro. Agregue el concho de la chicha de jora sin endulzar. Deje macerar toda la noche. Incorpore la pimienta de chapa, el orégano y cocine durante una hora y media a fuego medio. Sirva y deguste con pan.
Receta del Sr. Gregorio Enrique Quiroz Navarro. (Arequipa - AFP Integra).
Mención Honrosa en el concurso organizado por la Asociación de AFP, Perú.
Porciones: 4 personas

"
SOPA TEOLOGA ,"1 a 1 ½ k gallina o pollo,1 poro cortado en trozos,2 ramas de apio,1 zanahoria grande cortada en trozos,Orégano,Sal,¼ de taza de perejil picado,6 a 8 tajadas de pan,Pimienta,Laurel,2 dientes de ajo molidos,2 cebollas medianas picadas,2 cucharadas,1 tomate, pelado, sin pepas y picado,Aceite,¼ k de queso fresco cortado en dados,3 papas medianas cortadas en cubos.,2 tazas de leche fresca o evaporada diluida"," Para preparar un caldo bien concentrado cortar el pollo o gallina en presas, cubrir con agua y agregar el apio, la zanahoria, el poro, orégano, sal, pimienta, laurel y ramita de perejil. Dejar que hierva cerca de 2 horas si es gallina, si es pollo es menos. Cuando esté cocido sacar presas, deshuesar y cortar la carne en trozos.
Aparte, se remojan las tajadas de pan en un poco de leche mezclada con caldo y se licúan. 
En una olla, hacer aderezo con el aceite, ajo, la cebolla, el ají molido y tomate. Sazonar con sal y pimienta.
Incorporar el pan licuado. Mover hasta que espese. 
Agregar 4 tazas de caldo y dejar hervir 20 minutos. Agregar luego, las papas en dados y el queso fresco. Dejar hervir 10 minutos hasta que las papas estén cocidas. 
Al final añadir la leche y el pollo picado. Servir en platos de sopa. Espolvorear encima perejil picado.
"
LAWA O CREMA,"½ taza de harina de trigo o de harina de quinua blanca,1 litro de caldo claro de pollo o res,1 queso curpae o ¼ de queso fresco serrano,2 ramas de huacatay,2 ramas de paico,2 ramas de culantro,Muña o hierbabuena,Sal"," Diluir la harina en agua fría y agregarla al caldo caliente.
Cuando espese, agregar las hierbas picadas y el queso desmenuzado.
Servir enseguida.
Receta de Libro de Cocinas Regionales del Perú de Gloria Hinostroza C. de Molina
Publicado por la Escuela Profesional de Turismo y Hotelería
Universidad San Martín de Porres

4 a 6 personas

Plato típico de Huaraz
 "
KAUCHY DE QUESO Y CAMARÓN AL HORNO,"4 cucharadas de aceite,2 cebollas a la pluma,2 tomates picados sin pepas ni piel,3 tazas de colas de camarón peladas,3/4 kilo de queso fresco en tajadas,1 tarro de leche evaporada,1 taza de cabezas de camarón,3/4 taza de caldo de pescado,Sal,Pimienta,1 cucharada de maicena,3 papas sancochadas,1 cucharada de rocoto picado,2 ramos de huacatay picado"," Fría en una sartén con aceite las cebollas, los tomates y dos tazas de colas de camarón.
Coloque en un molde rectangular de 15 centímetros de largo por seis de ancho una capa de queso, encima otra de la preparación de camarón y repita la operación intercalando hasta terminar con una de queso. Vierta la leche llenando el molde, reserve 1/3 de la leche. Lleve al horno a temperatura media de 180 ºC durante treinta minutos. 
Aparte, licúe las cabezas de camarón limpias con el caldo y cuele. Lleve el concentrado al fuego con sal, pimienta y la maicena disuelta en la leche reservada.
Desmolde la preparación de camarones, sirva con las papas en rodajas, rocíe la crema de camarones, esparza el rocoto y el huacatay. Decore con las colitas de camarón reservadas, previamente salteadas.

Receta del Sra. María Moscoso Vda. de Pacheco. (Arequipa - AFP Integra).
Mención Honrosa en el concurso organizado por la Asociación de AFP, Perú.

Porciones: 4 personas
 "
INCHICAPI DE GALLINA,"1 gallina cortada en presas,1/2 kilo de maní pelado,1/4 kilo de harina de maíz cernida,2 dientes de ajos pelados,1 cebolla picada,1/2 taza sachaculantro,1/2 kilo de yuca cocida,Sal al gusto"," Cocine la gallina en una olla con tres litros de agua. Licúe el maní, la harina de maíz, el ajo, la cebolla y el sachaculantro con un poco de caldo. Vierta la mezcla anterior en la cocción de la gallina. Cuando la sopa esté casi lista, agregue la yuca en trozos pequeños y sazone con sal. Sirva acompañando con ají de cocona. 
Receta del Sra. Susana Vargas de Escobedo. (Iquitos - AFP Integra).
Mención Honrosa en el concurso organizado por la Asociación de AFP, Perú.
Porciones: 6 personas
 "
ESPESADO,"1 ½ k (3 lb 5 oz) de carne de res (pecho o malaya), limpia,Tomate, pelado y cortado en 4,1 poro, limpio,3 ramas de apio,1 zanahoria grande, pelada y cortada en trozos,3 yucas, peladas y cortadas en rodajas,½ k (1 lb 2 oz) de zapallo loche, pelado y picado,7 caiguas, limpias y picadas,8 choclos desgranados,½ atado de hojas de culantro,Sal,Pimienta"," Colocar la carne en una olla con 3 litros de agua fría, junto con el poro, las ramas de apio, el tomate y la zanahoria. Llevar a hervir hasta que la carne esté muy blanda. Retirar la carne, cortar en trozos y colar el caldo. Regresar el caldo a la olla y agregar el zapallo loche, las rodajas de yuca y las caiguas. Llevar a hervir y dejar cocinar hasta que las verduras estén cocidas.
Licuar el choclo con las hojas de culantro hasta formar una crema.
Agregar esta mezcla al caldo hirviendo y cocinar hasta que espese. Regresar la carne a la olla y rectificar la sazón.
Servir el espesado acompañado de arroz cocido en caldo y sazonado con palillo.
Calorías 541
Proteínas 23.5 gr.
Grasas 19.16 gr.
Carbohidratos 72.66 gr.

8 a 10 personas Plato típico de Lambayeque
 "
CHUPE VERDE ,"1 k (2 lb) de papas amarillas, peladas y cortadas en rodajas,1 k (2 lb) papas blancas, peladas y cortadas en rodajas,1 taza de choclo desgranado,1 taza de habas peladas (opcional),11/2 taza de cebolla china picada,4 dientes de ajo picados,1,1 taza de queso fresco,1 cubito de caldo concentrado de pollo,8 huevos,1 taza de leche,2 cucharadas de las siguientes hierbas: huacatay, muña, paico, orégano, perejil, hierbabuena,½ taza de queso fresco para servir, cortado en cuadritos,1,Sal"," Poner en una olla 8 tazas de agua, las papas, el choclo, las habas, la cebolla china, los ajos, el ají, el cubito y el queso fresco desmenuzado. Llevar a hervir hasta que la papa amarilla esté deshecha y la blanca cocida. Añadir los huevos crudos, uno por uno, cuidando que queden enteros. Si se desea, se puede usar sólo 3 huevos ligeramente batidos e incorporados al hilo a la sopa muy caliente. Agregar las hierbas picadas y la taza de leche.
Servir con queso fresco picado y ají mirasol picado. En la mesa poner más hierbas y si se desea cancha.
De la Memoria del Sabor

8 personas

"
CHUPIN DE PESCADO ,"6 filetes de pescado,1 ½ taza de cebolla, finamente picada,3 tomates, pelados, sin semilla y picados,2 dientes de ajo triturado,2 ramas de culantro,Sal,Pimienta,Comino,2 tazas de agua o caldo de pescado,½ taza vino blanco seco,1 cucharada de pasta de tomate,3,3,1 taza de arvejas cocidas,3 cucharadas de culantro picado,3 cucharadas de perejil picado,8 papas amarillas cocidas y peladas,Jugo de 1"," Saltar la cebolla en aceite junto con los ajos, tomates picados, ramas de culantro y comino.
Una vez cocido, enfríar ligeramente y licuarlo. Sazonar.
Colocar la mezcla en un bol y agregar el agua, el vino y la pasta de tomate.
Vaciar la mitad de la mezcla en una olla, acomodar el pescado. Sazonar. Colocar encima los pimientos y ajíes y cubrir con el resto de la mezcla.
Tapar la olla y hervir a fuego lento alrededor de 12 minutos, o hasta que el pescado esté cocido. Agregar luego, las arvejas, papas y el perejil y culantro picado. Rociar con el jugo de limón. Dejar que dé un hervor y servir inmediatamente.
6 personas
 "
CHUPE DE PESCADO,"1/4 de taza de aceite vegetal,2 cebollas, picadas,3 tomates picados,4 dientes de ajo, finamente picados,2 cucharadas de pasta de tomate,¾ de cucharadita de orégano seco,2 ajíes amarillos frescos, enteros cortados en dos, despepitados y sin venas,2 hojas de laurel,15 tazas de agua,2 tazas de vino blanco,2 cabezas y espinazos de pescado,4 papas grandes, peladas y cortadas en trozos,¾ de taza de arroz,½ taza de arvejas,½ taza de zanahoria picada,10 trozos de choclo,10 filetes de pescado blanco,7 cucharadas de harina,4 huevos, ligeramente batidos,½ taza de leche evaporada,½ taza de queso fresco picado,Sal,Pimienta"," Calentar el aceite en una olla. Una vez caliente, agregar la cebolla y freír hasta que esté transparente. Agregar los tomates, los ajos, la pasta de tomate, el orégano, los ajíes y el laurel. Freír por 3 ó 4 minutos a fuego mediano y luego agregar el agua, el vino blanco y las cabezas y espinazos de pescado. Llevar a hervir y luego reducir el fuego y cocinar tapado por 45 minutos a 1 hora. 
Colar y devolver el líquido a la olla. Agregar las papas, el arroz, las arvejas y la zanahoria y dejar cocinar. Agregar, luego, el choclo y cocinar por unos minutos. 
Agregar los huevos, ligeramente batidos en forma de hilo. Incorporar luego la leche evaporada y el queso fresco.
Antes de servir, freír los filetes de pescado previamente salpimentados y enharinados. Colocarlos un filete en cada plato con la sopa.
10 personas
 "
